employee_id,department,designation,employment_type,location,age,tenure_months,months_since_last_hike,current_salary,last_hike_percentage,total_leaves_taken,leave_trend_flag,productivity_score,productivity_trend_flag,bench_days_last_6mo,manager_change_count,number_of_client_switches,Attrition
2294,Operations,Senior Associate,Full-time,Hybrid,36,101,4,41766,19.1,11,0,84.8,0,51,0,0,0
2295,HR,Manager,Full-time,Hybrid,54,41,5,126626,18.0,25,1,50.2,0,27,0,2,1
2296,Operations,Team Lead,Full-time,Remote,22,12,0,83570,24.9,1,0,54.8,1,8,0,0,1
2297,Finance,Senior Associate,Full-time,Onsite,26,73,27,136827,6.5,17,0,65.9,0,56,1,0,0
2298,Engineering,Senior Associate,Full-time,Hybrid,30,114,17,99874,18.4,17,0,59.9,1,47,0,1,0
2299,Finance,Senior Associate,Full-time,Onsite,27,119,23,78679,13.8,15,0,75.1,0,42,0,0,0
2300,HR,Team Lead,Full-time,Hybrid,49,11,12,145117,7.8,28,0,60.3,0,2,0,0,1
2301,HR,Team Lead,Full-time,Onsite,47,97,32,35301,4.0,10,0,63.6,0,16,0,1,1
2302,Finance,Manager,Full-time,Remote,49,19,9,45144,22.4,1,0,91.8,0,33,0,1,0
2303,Operations,Team Lead,Full-time,Onsite,36,54,6,43784,14.9,13,1,93.1,0,31,0,0,0
2304,Operations,Team Lead,Full-time,Hybrid,27,57,31,97959,20.6,3,1,89.7,0,8,1,1,0
2305,Marketing,Associate,Contract,Onsite,48,42,21,38272,13.6,6,1,91.9,0,40,0,1,1
2306,HR,Manager,Full-time,Remote,25,98,15,31573,5.5,1,0,74.2,1,47,0,0,0
2307,Sales,Senior Associate,Full-time,Remote,32,71,23,54419,8.4,20,0,78.8,0,59,0,0,0
2308,Marketing,Team Lead,Contract,Onsite,42,31,13,112339,9.5,13,0,73.4,0,0,1,1,0
2309,Operations,Senior Associate,Full-time,Hybrid,51,52,10,128770,24.3,6,0,87.1,0,56,0,0,0
2310,Finance,Senior Associate,Full-time,Remote,39,2,18,78555,0.1,8,0,73.1,1,48,0,0,1
2311,Operations,Associate,Full-time,Remote,56,83,22,35176,24.6,7,0,46.7,0,41,1,0,0
2312,Finance,Team Lead,Contract,Onsite,24,38,33,66161,24.5,8,0,88.6,0,19,0,1,0
2313,Marketing,Manager,Contract,Remote,33,32,12,93440,24.9,6,1,85.6,0,4,0,2,1
2314,HR,Team Lead,Full-time,Remote,48,10,27,138061,11.9,18,1,89.2,0,39,0,1,0
2315,Operations,Senior Associate,Full-time,Hybrid,51,105,15,88862,24.1,16,0,51.4,0,44,0,0,0
2316,Finance,Manager,Full-time,Hybrid,42,8,27,45164,9.9,25,0,56.3,1,20,1,2,1
2317,HR,Team Lead,Contract,Hybrid,42,90,3,107758,0.7,22,1,57.7,1,4,1,3,0
2318,Sales,Senior Associate,Contract,Onsite,36,94,27,146723,5.6,12,0,70.5,1,3,0,2,0
2319,Finance,Senior Associate,Full-time,Remote,39,75,11,55379,23.6,10,0,48.0,0,56,1,1,0
2320,Marketing,Associate,Full-time,Onsite,50,105,15,121189,0.3,21,0,63.1,0,7,0,0,1
2321,Sales,Associate,Full-time,Remote,42,20,35,113552,13.6,17,0,50.9,1,24,3,1,1
2322,Sales,Associate,Full-time,Remote,38,20,19,48368,1.9,16,0,55.9,0,54,0,1,0
2323,Engineering,Senior Associate,Full-time,Remote,39,9,25,119041,7.2,27,1,82.4,1,6,0,0,0
2324,Operations,Team Lead,Full-time,Hybrid,33,72,25,62771,2.2,15,0,91.3,0,36,2,0,0
2325,Finance,Associate,Full-time,Onsite,32,15,21,94950,21.5,9,0,41.4,1,41,0,0,1
2326,Sales,Team Lead,Full-time,Onsite,41,98,8,70245,14.8,3,0,74.0,1,31,0,1,0
2327,Engineering,Associate,Contract,Remote,30,88,4,134302,22.6,29,1,42.2,1,16,1,0,1
2328,Marketing,Manager,Full-time,Onsite,22,97,16,128906,17.2,3,0,45.1,0,27,1,0,0
2329,HR,Manager,Full-time,Hybrid,24,105,33,102792,24.3,21,0,82.3,0,5,0,1,0
2330,Finance,Associate,Full-time,Onsite,42,105,1,73327,12.7,10,0,84.1,1,41,0,1,0
2331,Sales,Senior Associate,Contract,Remote,44,109,6,76454,16.0,20,0,88.8,1,47,0,0,0
2332,Operations,Associate,Full-time,Hybrid,30,63,35,123787,14.4,24,0,68.5,0,53,0,1,1
2333,Engineering,Associate,Full-time,Hybrid,40,104,12,76741,12.1,7,0,91.6,0,41,0,1,1
2334,Sales,Senior Associate,Full-time,Remote,40,91,19,61977,21.1,8,1,50.0,1,35,0,1,1
2335,Operations,Manager,Full-time,Onsite,44,21,29,128200,16.1,15,1,55.0,0,1,0,1,0
2336,Sales,Team Lead,Full-time,Remote,48,5,29,36714,20.0,9,0,48.1,1,30,0,0,1
2337,Finance,Associate,Full-time,Onsite,48,35,10,136680,19.7,22,0,87.9,1,0,0,0,0
2338,Finance,Senior Associate,Contract,Onsite,57,85,30,107237,4.8,8,0,53.7,1,2,2,2,0
2339,Finance,Associate,Full-time,Hybrid,33,68,2,44891,16.3,2,1,49.3,0,58,0,0,0
2340,Marketing,Senior Associate,Full-time,Remote,48,113,1,131555,5.0,24,0,77.4,0,12,0,0,0
2341,Marketing,Team Lead,Full-time,Hybrid,55,48,2,82299,14.6,1,1,44.6,0,30,0,1,0
2342,Engineering,Team Lead,Full-time,Remote,54,80,14,95167,16.9,8,0,42.7,1,28,1,3,0
2343,Finance,Manager,Full-time,Remote,49,95,16,95124,24.9,12,1,46.4,0,56,1,2,1
2344,Operations,Senior Associate,Full-time,Hybrid,52,90,6,123052,0.8,5,1,40.0,0,43,0,0,0
2345,Sales,Senior Associate,Full-time,Remote,53,62,4,88639,2.3,3,1,81.8,0,32,0,2,0
2346,HR,Manager,Full-time,Remote,41,116,33,70912,1.9,27,0,73.7,0,52,1,0,0
2347,Operations,Manager,Full-time,Onsite,56,35,32,144742,10.0,13,0,52.6,1,9,0,0,0
2348,Marketing,Senior Associate,Full-time,Remote,52,70,15,105452,20.5,27,0,54.0,1,37,1,2,1
2349,Marketing,Manager,Full-time,Remote,52,97,2,98446,21.1,28,0,88.7,1,8,0,0,0
2350,Operations,Team Lead,Contract,Hybrid,43,21,20,113790,18.4,10,0,70.1,0,0,0,4,0
2351,Marketing,Associate,Full-time,Hybrid,30,80,7,91516,22.4,1,0,81.9,1,43,0,1,1
2352,Finance,Team Lead,Full-time,Remote,30,111,21,74250,8.1,28,0,67.2,0,36,0,1,0
2353,Engineering,Manager,Full-time,Onsite,36,39,4,66116,2.2,25,0,54.3,0,31,1,2,0
2354,Sales,Senior Associate,Full-time,Onsite,34,34,16,113521,1.5,2,0,98.2,0,32,1,0,0
2355,Engineering,Senior Associate,Full-time,Hybrid,43,106,13,52151,21.3,4,0,73.9,0,1,0,0,0
2356,Sales,Team Lead,Contract,Remote,37,15,27,101366,18.3,24,0,47.9,0,45,1,3,1
2357,Sales,Senior Associate,Full-time,Remote,53,6,30,74297,17.5,6,0,64.4,0,1,1,0,0
2358,Engineering,Manager,Full-time,Onsite,23,66,16,70888,8.5,10,1,59.8,0,58,0,0,1
2359,Operations,Team Lead,Full-time,Onsite,47,88,34,86195,9.5,11,0,52.8,0,4,0,0,0
2360,Sales,Senior Associate,Full-time,Onsite,35,56,21,114010,24.0,28,0,96.0,0,9,0,2,0
2361,Engineering,Associate,Full-time,Hybrid,55,49,28,101016,1.6,10,0,92.9,1,51,1,1,1
2362,Sales,Associate,Full-time,Remote,29,92,9,104979,19.3,18,0,51.9,0,37,0,0,0
2363,HR,Manager,Full-time,Hybrid,57,1,17,134674,7.7,12,0,61.1,0,36,0,0,1
2364,Operations,Senior Associate,Contract,Remote,42,65,34,84334,1.0,3,1,85.7,0,1,0,0,0
2365,Finance,Manager,Full-time,Hybrid,49,28,15,128474,18.6,13,0,52.5,1,40,0,1,0
2366,Sales,Team Lead,Full-time,Remote,27,100,6,98345,8.3,11,0,75.5,0,41,0,0,0
2367,HR,Associate,Full-time,Onsite,41,20,29,69761,18.1,26,0,82.0,1,39,1,2,1
2368,Finance,Team Lead,Full-time,Onsite,52,48,18,56930,17.7,1,0,79.2,0,24,0,0,0
2369,Finance,Senior Associate,Full-time,Onsite,54,72,22,89117,13.4,29,1,82.4,0,58,1,0,1
2370,Sales,Manager,Full-time,Hybrid,28,65,7,53095,19.4,7,0,82.4,0,37,0,0,0
2371,Engineering,Manager,Contract,Onsite,29,90,16,107482,14.5,21,1,97.9,1,36,0,0,0
2372,Sales,Manager,Contract,Remote,30,51,20,33991,7.2,18,0,60.8,0,52,0,1,0
2373,HR,Team Lead,Contract,Hybrid,23,43,25,53519,18.4,12,1,92.7,0,17,0,0,0
2374,Finance,Associate,Full-time,Remote,38,49,27,56657,14.7,20,0,41.3,0,26,0,2,1
2375,Sales,Team Lead,Full-time,Hybrid,38,25,32,30826,0.3,20,0,57.3,0,19,0,0,0
2376,Engineering,Team Lead,Full-time,Remote,56,74,18,72625,22.5,27,1,42.9,1,49,0,0,1
2377,Sales,Senior Associate,Full-time,Remote,51,76,28,112049,13.6,0,0,79.1,1,33,0,0,1
2378,Operations,Senior Associate,Full-time,Hybrid,27,41,19,47801,21.7,28,0,46.0,0,43,1,0,0
2379,Engineering,Senior Associate,Full-time,Hybrid,25,71,19,59846,22.1,4,0,90.7,0,7,1,1,0
2380,HR,Associate,Full-time,Onsite,56,64,9,69566,11.1,21,0,78.8,0,3,1,0,0
2381,Finance,Associate,Full-time,Onsite,30,61,11,53157,12.7,25,0,41.7,0,59,0,0,0
2382,Sales,Senior Associate,Full-time,Remote,27,12,32,58363,10.4,25,0,82.9,0,29,1,2,0
2383,Engineering,Senior Associate,Full-time,Remote,34,111,24,80559,11.2,26,0,91.7,0,51,0,0,0
2384,Operations,Associate,Full-time,Remote,43,104,24,35136,22.4,10,0,79.7,0,54,1,1,0
2385,Engineering,Manager,Full-time,Hybrid,49,81,3,87937,19.7,10,0,41.8,1,35,0,0,0
2386,Marketing,Associate,Full-time,Hybrid,51,69,3,47421,3.2,12,0,91.5,0,8,0,3,0
2387,Operations,Associate,Full-time,Onsite,57,14,8,108027,15.3,1,1,83.9,0,40,0,0,0
2388,HR,Associate,Full-time,Remote,23,34,14,37546,24.9,18,0,62.7,0,11,1,0,0
2389,Finance,Senior Associate,Full-time,Onsite,57,48,25,101439,14.9,15,1,59.7,1,13,1,0,1
2390,HR,Manager,Full-time,Hybrid,29,61,14,76623,19.6,25,0,68.8,1,34,0,0,0
2391,Sales,Associate,Full-time,Hybrid,30,81,25,46406,19.2,4,0,92.0,0,5,0,1,0
2392,Engineering,Senior Associate,Full-time,Hybrid,22,35,27,110485,8.8,13,0,55.1,0,46,1,2,0
2393,Marketing,Team Lead,Full-time,Onsite,34,119,6,39825,9.3,28,0,46.1,0,22,0,0,0
2394,Operations,Team Lead,Full-time,Hybrid,36,65,31,101823,18.1,18,0,91.9,0,50,0,0,0
2395,Operations,Associate,Full-time,Remote,53,59,11,140497,12.5,4,0,41.6,0,3,0,2,1
2396,Engineering,Team Lead,Contract,Onsite,55,114,34,64173,14.3,20,0,94.7,1,0,0,1,0
2397,Marketing,Manager,Full-time,Hybrid,52,114,31,137974,17.8,23,1,58.3,0,58,0,1,0
2398,Engineering,Team Lead,Full-time,Onsite,35,36,8,85619,19.4,25,1,70.5,0,8,1,0,0
2399,Sales,Team Lead,Full-time,Onsite,35,79,13,113114,6.8,8,0,47.9,1,54,0,0,1
2400,HR,Manager,Full-time,Hybrid,50,19,12,137071,3.7,23,0,94.1,1,57,1,0,1
2401,Operations,Associate,Full-time,Hybrid,40,115,32,37923,7.3,11,0,85.0,0,47,1,0,0
2402,Sales,Associate,Full-time,Onsite,48,42,31,64374,12.7,15,0,95.4,1,54,0,0,1
2403,HR,Manager,Contract,Onsite,30,69,18,91713,8.6,18,0,81.0,0,8,0,1,0
2404,Sales,Manager,Full-time,Hybrid,49,19,29,71411,14.2,14,0,51.1,0,43,0,1,0
2405,Marketing,Manager,Full-time,Remote,45,107,15,94368,1.3,16,1,58.5,1,45,0,1,1
2406,Operations,Team Lead,Full-time,Onsite,49,39,11,38316,12.7,29,0,69.2,1,14,0,0,0
2407,Engineering,Manager,Contract,Onsite,57,69,9,139950,9.2,14,0,76.4,1,53,1,0,1
2408,Engineering,Senior Associate,Full-time,Remote,39,52,1,40556,13.4,2,1,95.6,0,23,0,0,0
2409,HR,Team Lead,Full-time,Hybrid,46,12,17,40058,10.6,16,0,63.0,1,52,0,1,0
2410,Finance,Associate,Full-time,Hybrid,56,83,12,134554,7.1,12,0,82.2,0,47,1,0,1
2411,Marketing,Associate,Full-time,Remote,25,47,28,129987,22.6,26,1,97.7,0,7,0,0,0
2412,HR,Associate,Full-time,Hybrid,35,76,23,55482,4.6,8,0,49.1,1,27,2,0,0
2413,Finance,Team Lead,Full-time,Hybrid,47,36,11,74494,17.0,27,0,91.8,0,41,1,2,1
2414,Sales,Senior Associate,Full-time,Onsite,29,63,28,55005,23.1,12,0,65.2,1,45,1,0,1
2415,Marketing,Manager,Full-time,Onsite,45,76,21,114671,13.5,15,0,83.9,0,16,2,3,0
2416,Sales,Manager,Contract,Onsite,37,82,35,119424,21.9,18,1,57.6,0,34,0,0,1
2417,Operations,Associate,Full-time,Remote,41,113,0,62481,3.1,13,0,60.0,1,30,0,0,0
2418,Marketing,Associate,Contract,Hybrid,36,51,33,58401,12.3,7,0,41.6,1,3,0,2,1
2419,Finance,Team Lead,Full-time,Hybrid,28,112,33,70431,11.4,21,0,98.3,0,47,0,0,0
2420,Operations,Senior Associate,Full-time,Onsite,38,43,32,94459,0.2,18,1,88.8,0,13,1,1,0
2421,Engineering,Manager,Full-time,Onsite,43,34,3,120473,11.1,24,0,45.6,1,58,0,1,1
2422,Finance,Team Lead,Full-time,Remote,43,112,29,141387,9.2,23,0,100.0,0,24,0,0,0
2423,HR,Manager,Full-time,Hybrid,33,97,19,147410,16.7,2,1,76.3,0,55,0,0,0
2424,Engineering,Associate,Full-time,Remote,39,49,25,108682,23.5,22,1,91.2,0,45,0,2,1
2425,Engineering,Manager,Full-time,Hybrid,36,18,14,125637,2.1,20,0,44.0,0,47,0,0,1
2426,HR,Senior Associate,Full-time,Remote,37,61,6,106789,8.2,17,0,63.4,1,39,2,1,1
2427,Marketing,Senior Associate,Full-time,Onsite,26,57,6,78504,11.1,15,0,80.2,0,49,1,1,0
2428,Engineering,Associate,Full-time,Remote,23,93,28,33223,11.4,13,0,46.4,1,6,1,2,1
2429,Finance,Senior Associate,Full-time,Remote,49,109,22,100977,19.4,15,0,69.3,0,30,0,0,0
2430,Operations,Senior Associate,Full-time,Onsite,48,5,33,138126,11.1,23,0,66.6,1,59,0,0,1
2431,Engineering,Team Lead,Contract,Hybrid,52,89,19,70149,0.7,16,0,53.0,0,34,0,2,0
2432,Finance,Manager,Full-time,Hybrid,57,24,14,42863,17.8,19,0,58.0,0,37,0,0,0
2433,Sales,Associate,Full-time,Onsite,22,93,32,133488,22.1,10,1,98.0,0,19,0,0,0
2434,Finance,Associate,Full-time,Remote,50,64,16,59564,12.8,12,0,57.3,0,15,0,1,0
2435,Operations,Associate,Full-time,Remote,22,59,19,112189,14.5,10,0,52.8,0,21,0,1,0
2436,Finance,Associate,Contract,Remote,29,38,12,119624,4.1,27,1,72.2,0,35,1,1,0
2437,HR,Associate,Full-time,Hybrid,37,33,23,52499,5.5,28,0,80.3,0,18,1,0,1
2438,Operations,Senior Associate,Full-time,Remote,49,10,6,137619,5.9,3,0,83.5,0,1,1,1,0
2439,Marketing,Team Lead,Full-time,Hybrid,43,37,7,119218,10.8,28,0,85.3,0,3,1,0,0
2440,Sales,Associate,Full-time,Remote,39,97,22,62132,23.2,25,0,42.2,0,57,0,0,1
2441,HR,Team Lead,Contract,Onsite,43,87,13,34533,13.0,13,0,63.6,1,33,0,1,0
2442,Marketing,Team Lead,Full-time,Onsite,33,11,3,112962,4.8,4,0,86.4,0,6,0,1,0
2443,Finance,Senior Associate,Full-time,Hybrid,40,24,20,110096,6.7,3,0,94.3,1,46,0,1,0
2444,Operations,Associate,Full-time,Hybrid,46,88,9,64409,9.6,0,0,76.1,0,48,1,2,0
2445,Sales,Senior Associate,Full-time,Onsite,26,71,21,111461,15.6,13,0,43.1,1,13,0,0,0
2446,HR,Associate,Full-time,Onsite,55,114,29,52987,11.0,6,0,63.8,0,42,0,0,1
2447,Marketing,Senior Associate,Full-time,Remote,31,21,29,40633,9.8,9,0,44.5,1,31,0,1,0
2448,Marketing,Team Lead,Full-time,Onsite,28,20,15,131601,14.1,26,0,84.9,0,16,2,0,1
2449,Sales,Associate,Contract,Hybrid,36,117,10,86207,6.0,1,1,43.8,1,36,0,0,0
2450,Finance,Manager,Full-time,Onsite,45,10,21,80535,2.0,9,0,51.1,1,54,1,1,1
2451,Sales,Team Lead,Full-time,Hybrid,47,89,28,125661,0.6,2,0,65.0,0,13,0,0,0
2452,Marketing,Manager,Full-time,Hybrid,47,47,24,33996,6.3,20,0,67.8,0,16,1,0,1
2453,Engineering,Team Lead,Contract,Remote,47,100,13,30014,2.3,7,0,64.4,1,31,0,1,0
2454,HR,Senior Associate,Full-time,Remote,31,112,13,110431,8.4,9,1,67.8,0,59,0,1,0
2455,Sales,Associate,Full-time,Remote,38,47,1,31674,19.3,7,1,82.8,0,59,1,1,1
2456,Marketing,Team Lead,Full-time,Remote,35,15,12,67867,17.9,13,0,62.2,1,51,0,0,0
2457,Finance,Senior Associate,Full-time,Onsite,23,44,2,115537,15.3,17,1,72.9,0,52,1,4,1
2458,Marketing,Associate,Full-time,Remote,34,104,29,87251,21.3,8,0,58.2,1,1,0,0,0
2459,Finance,Associate,Full-time,Onsite,48,104,17,85709,7.1,21,1,61.2,0,38,0,0,0
2460,Sales,Team Lead,Full-time,Remote,30,114,35,47864,22.1,8,0,76.8,0,3,0,1,0
2461,Finance,Associate,Full-time,Remote,28,62,20,56321,10.0,29,0,69.4,0,39,0,0,0
2462,Operations,Team Lead,Full-time,Hybrid,31,6,18,54082,10.0,3,1,83.4,0,29,0,1,0
2463,Operations,Associate,Contract,Onsite,30,101,15,147734,10.1,2,0,73.6,1,29,1,0,0
2464,Operations,Manager,Contract,Hybrid,43,66,27,70131,2.5,13,1,88.2,0,32,0,0,0
2465,Engineering,Senior Associate,Full-time,Remote,44,76,3,101493,24.4,13,0,66.6,0,41,0,2,0
2466,Sales,Manager,Full-time,Onsite,28,4,14,34210,3.5,20,0,69.5,0,0,0,3,0
2467,Marketing,Team Lead,Full-time,Remote,30,23,0,144080,8.5,15,0,80.2,1,32,1,1,0
2468,Marketing,Manager,Full-time,Hybrid,48,13,15,145663,8.0,4,0,53.3,0,35,0,3,0
2469,Engineering,Team Lead,Full-time,Onsite,45,81,19,94586,1.9,19,0,63.2,0,48,0,0,0
2470,Finance,Associate,Full-time,Hybrid,50,31,32,113605,3.8,28,0,77.5,0,30,0,0,0
2471,Engineering,Associate,Full-time,Remote,38,16,16,64851,1.1,22,0,41.7,0,36,0,0,1
2472,Finance,Team Lead,Full-time,Remote,41,41,4,56865,7.3,23,1,66.2,0,13,0,0,1
2473,Finance,Manager,Full-time,Remote,28,90,4,113606,21.7,14,0,75.9,0,5,0,0,0
2474,HR,Associate,Full-time,Onsite,28,92,12,34158,8.5,20,1,98.0,1,6,0,1,0
2475,Marketing,Senior Associate,Full-time,Hybrid,49,1,35,87852,3.1,8,0,92.6,1,39,0,2,0
2476,Operations,Associate,Full-time,Hybrid,40,111,29,79339,16.1,6,0,56.8,1,23,0,0,0
2477,Finance,Senior Associate,Full-time,Remote,41,12,3,131086,24.9,12,0,70.4,0,49,0,2,0
2478,HR,Manager,Full-time,Hybrid,28,101,22,50572,5.8,28,1,43.4,0,59,0,0,0
2479,Marketing,Senior Associate,Full-time,Onsite,27,119,20,34100,7.0,22,0,54.4,0,3,1,1,0
2480,Operations,Senior Associate,Full-time,Remote,46,56,20,74469,24.3,7,0,86.5,1,54,1,0,1
2481,Finance,Senior Associate,Contract,Remote,34,50,5,111061,4.5,11,1,47.4,0,56,0,1,0
2482,Finance,Senior Associate,Full-time,Remote,43,20,23,90861,12.8,3,0,55.5,1,24,0,0,0
2483,Engineering,Associate,Full-time,Onsite,38,66,30,48456,6.0,15,1,96.6,0,58,0,3,0
2484,Engineering,Senior Associate,Full-time,Remote,43,36,18,85803,23.3,25,0,89.4,1,2,1,0,1
2485,Marketing,Associate,Contract,Remote,55,79,11,95633,24.5,28,0,86.9,1,27,0,0,0
2486,Operations,Senior Associate,Contract,Remote,29,38,13,105019,20.4,28,0,91.9,0,22,0,0,0
2487,Finance,Team Lead,Full-time,Remote,39,22,11,66232,7.9,5,0,85.0,1,35,0,3,0
2488,Marketing,Manager,Contract,Hybrid,45,108,14,97323,10.1,4,1,47.2,1,56,0,1,0
2489,Marketing,Senior Associate,Full-time,Remote,23,61,18,136067,6.1,0,1,71.0,1,54,0,0,1
2490,Sales,Team Lead,Full-time,Onsite,23,50,27,51788,22.3,13,0,66.7,1,47,0,0,1
2491,Engineering,Senior Associate,Full-time,Remote,48,96,4,128987,22.9,28,1,58.7,0,12,1,1,0
2492,Operations,Senior Associate,Full-time,Remote,35,59,4,46092,10.5,8,0,90.0,1,21,0,0,0
2493,Finance,Senior Associate,Contract,Hybrid,33,20,5,31132,16.4,17,0,67.8,1,24,0,0,0
2494,Marketing,Team Lead,Full-time,Remote,53,36,22,107850,4.1,5,0,43.6,0,54,1,1,1
2495,Finance,Manager,Contract,Hybrid,49,97,2,134181,10.9,14,0,56.5,0,42,0,1,0
2496,Sales,Team Lead,Full-time,Onsite,49,15,32,118118,15.8,15,0,53.7,0,23,0,0,0
2497,Operations,Manager,Full-time,Hybrid,46,62,20,123316,9.6,7,0,93.2,0,42,0,1,0
2498,Marketing,Senior Associate,Full-time,Remote,25,114,19,127772,8.9,18,0,78.8,1,36,0,0,0
2499,Finance,Associate,Full-time,Onsite,47,110,0,148524,0.0,4,1,73.6,0,51,0,1,1
2500,Engineering,Senior Associate,Full-time,Remote,57,3,16,43068,20.1,13,1,70.4,0,32,0,1,0
2501,Sales,Manager,Full-time,Hybrid,24,93,28,77401,22.2,6,0,79.0,0,13,1,0,0
2502,Operations,Team Lead,Contract,Onsite,22,111,7,78526,24.2,3,0,85.3,0,23,0,1,0
2503,Sales,Senior Associate,Full-time,Onsite,38,91,25,88958,18.0,29,0,73.3,0,21,0,0,1
2504,Engineering,Team Lead,Full-time,Hybrid,28,5,27,145729,13.7,27,1,96.3,0,51,1,0,0
2505,Operations,Team Lead,Full-time,Hybrid,26,56,33,106593,6.7,20,0,98.6,0,50,0,0,0
2506,Sales,Team Lead,Full-time,Onsite,40,31,25,85041,25.0,0,0,99.7,1,36,0,2,1
2507,HR,Senior Associate,Contract,Onsite,55,86,12,129158,14.7,3,1,80.2,0,51,0,0,0
2508,Engineering,Team Lead,Full-time,Hybrid,56,35,12,134042,17.0,29,0,96.0,0,58,0,1,0
2509,Engineering,Team Lead,Full-time,Remote,37,118,24,93372,17.1,13,0,64.3,0,58,0,2,1
2510,Engineering,Senior Associate,Full-time,Onsite,48,71,22,97562,21.1,22,0,91.6,0,22,0,3,0
2511,HR,Team Lead,Full-time,Hybrid,46,70,21,122099,0.2,15,0,94.6,0,5,0,3,0
2512,HR,Senior Associate,Full-time,Remote,47,26,20,94046,5.5,27,1,94.2,0,18,0,1,0
2513,Finance,Manager,Full-time,Onsite,35,118,29,133669,16.6,25,0,89.9,0,11,0,2,0
2514,Marketing,Manager,Full-time,Onsite,35,1,10,98086,22.4,6,0,64.4,0,25,0,2,0
2515,Sales,Manager,Full-time,Hybrid,35,83,3,126458,17.1,9,0,49.5,0,28,0,1,0
2516,Finance,Team Lead,Full-time,Remote,46,7,32,37089,10.3,9,0,60.0,1,58,2,1,1
2517,Sales,Associate,Full-time,Onsite,57,36,11,46623,9.0,3,0,86.0,0,59,0,1,0
2518,Marketing,Associate,Full-time,Remote,25,76,8,79641,18.4,11,0,54.0,1,13,0,0,0
2519,HR,Team Lead,Full-time,Remote,36,84,31,42043,18.5,5,0,68.7,1,16,0,0,0
2520,Marketing,Associate,Full-time,Onsite,53,87,10,96572,15.2,12,0,73.9,1,29,0,0,0
2521,HR,Senior Associate,Full-time,Remote,39,25,23,94136,7.3,20,0,76.2,0,6,0,0,0
2522,Marketing,Associate,Contract,Onsite,35,94,6,118052,23.1,0,0,96.1,1,20,0,0,0
2523,Finance,Team Lead,Full-time,Remote,22,59,7,116700,13.8,7,1,79.7,0,0,0,1,0
2524,Operations,Team Lead,Full-time,Onsite,41,61,32,87061,19.8,27,0,87.2,0,48,0,1,0
2525,Finance,Senior Associate,Contract,Hybrid,31,29,24,147957,5.4,22,1,74.9,0,37,1,0,1
2526,Sales,Manager,Full-time,Onsite,31,95,0,36122,8.6,15,0,90.0,1,3,0,0,0
2527,Finance,Team Lead,Full-time,Onsite,45,18,2,77346,21.9,4,1,55.8,0,45,0,1,0
2528,Engineering,Senior Associate,Full-time,Onsite,55,41,27,127322,1.3,28,0,52.6,1,7,1,0,0
2529,Sales,Associate,Full-time,Remote,49,19,32,143993,12.8,25,0,95.6,0,17,0,2,1
2530,Marketing,Associate,Full-time,Hybrid,48,118,0,46150,12.0,25,0,81.6,1,51,0,1,0
2531,Sales,Senior Associate,Full-time,Remote,22,4,26,117630,18.8,6,0,80.3,1,59,1,1,1
2532,Operations,Senior Associate,Contract,Remote,54,65,34,107228,7.0,25,1,68.0,1,44,1,0,1
2533,HR,Team Lead,Full-time,Onsite,25,41,9,42054,5.5,2,0,62.6,0,7,0,1,0
2534,Marketing,Associate,Full-time,Remote,28,15,11,31767,23.2,23,0,73.3,1,30,1,1,0
2535,Sales,Senior Associate,Full-time,Onsite,30,54,9,34708,14.3,20,1,47.2,1,30,0,0,0
2536,Marketing,Associate,Full-time,Hybrid,37,64,33,136657,2.6,1,0,67.3,0,27,0,1,0
2537,Marketing,Senior Associate,Full-time,Remote,26,72,23,87999,4.8,1,0,67.3,0,55,1,0,1
2538,Marketing,Associate,Full-time,Remote,55,15,27,82158,25.0,19,0,72.3,1,47,0,1,0
2539,HR,Manager,Full-time,Remote,44,79,21,59292,4.9,22,0,78.1,0,36,0,1,0
2540,Finance,Team Lead,Full-time,Onsite,46,50,15,58082,15.3,29,1,97.4,1,2,1,0,0
2541,Marketing,Associate,Contract,Onsite,34,103,12,64024,10.5,9,0,79.1,0,44,0,0,0
2542,Engineering,Manager,Contract,Remote,45,22,35,122270,22.1,19,0,93.0,0,14,0,1,0
2543,Operations,Associate,Full-time,Remote,32,18,35,138447,18.9,8,0,73.4,0,3,1,0,0
2544,HR,Associate,Full-time,Hybrid,38,80,22,53461,14.9,17,0,77.6,0,34,0,2,1
2545,Sales,Manager,Full-time,Hybrid,34,2,13,35351,0.3,5,0,44.2,0,58,1,0,1
2546,HR,Associate,Contract,Hybrid,48,36,31,77031,22.0,19,0,48.0,1,33,0,1,1
2547,Sales,Associate,Full-time,Hybrid,41,20,2,129053,11.1,5,0,74.8,0,35,1,4,1
2548,HR,Team Lead,Full-time,Hybrid,54,16,26,112628,23.3,25,1,63.7,1,56,0,2,0
2549,Sales,Manager,Full-time,Onsite,53,67,18,134720,12.4,24,0,87.9,1,5,1,1,0
2550,Marketing,Manager,Full-time,Hybrid,29,30,21,69718,17.4,9,0,72.6,0,3,0,1,0
2551,Finance,Senior Associate,Full-time,Hybrid,50,55,0,140632,1.7,27,0,92.9,0,48,1,1,0
2552,Sales,Associate,Full-time,Remote,40,66,4,120577,18.6,24,1,98.3,0,29,0,3,0
2553,Sales,Team Lead,Full-time,Onsite,27,99,32,121212,8.4,8,0,48.9,0,38,0,0,1
